x,y,u
0.425,0.307692307692,0.0640005664287
0.45,0.307692307692,0.0428053994734
0.475,0.307692307692,0.0205562215201
0.5,0.307692307692,-0.00219911882917
0.525,0.307692307692,-0.0249003095744
0.55,0.307692307692,-0.0469883720586
0.575,0.307692307692,-0.0679194248772
0.6,0.307692307692,-0.0871780760437
0.625,0.307692307692,-0.104290113651
0.65,0.307692307692,-0.11883418254
0.675,0.307692307692,-0.130452159468
0.7,0.307692307692,-0.138857971283
0.725,0.307692307692,-0.143844639003
0.75,0.307692307692,-0.145289374317
0.775,0.307692307692,-0.143156603047
0.8,0.307692307692,-0.137498841102
0.825,0.307692307692,-0.128455401355
0.85,0.307692307692,-0.116248963309
0.875,0.307692307692,-0.101180089977
0.9,0.307692307692,-0.0836198270328
0.925,0.307692307692,-0.0640005664287
0.95,0.307692307692,-0.0428053994734
0.975,0.307692307692,-0.0205562215201
0,0.333333333333,0.0025979816705
0.025,0.333333333333,0.0219203266363
0.05,0.333333333333,0.0407029204109
0.075,0.333333333333,0.0584832731997
0.1,0.333333333333,0.0748235737076
0.125,0.333333333333,0.0893214695055
0.15,0.333333333333,0.101619974283
0.175,0.333333333333,0.111416258037
0.2,0.333333333333,0.118469103748
0.225,0.333333333333,0.122604846949
0.25,0.333333333333,0.123721651915
0.275,0.333333333333,0.121792019203
0.3,0.333333333333,0.116863462774
0.325,0.333333333333,0.109057340043
0.35,0.333333333333,0.0985658636599
0.375,0.333333333333,0.0856473685923
0.4,0.333333333333,0.0706199510625
0.425,0.333333333333,0.0538536359635
0.45,0.333333333333,0.035761265617
0.475,0.333333333333,0.0167883342262
0.5,0.333333333333,-0.0025979816705
0.525,0.333333333333,-0.0219203266363
0.55,0.333333333333,-0.0407029204109
0.575,0.333333333333,-0.0584832731997
0.6,0.333333333333,-0.0748235737076
0.625,0.333333333333,-0.0893214695055
0.65,0.333333333333,-0.101619974283
0.675,0.333333333333,-0.111416258037
0.7,0.333333333333,-0.118469103748
0.725,0.333333333333,-0.122604846949
0.75,0.333333333333,-0.123721651915
0.775,0.333333333333,-0.121792019203
0.8,0.333333333333,-0.116863462774
0.825,0.333333333333,-0.109057340043
0.85,0.333333333333,-0.0985658636599
0.875,0.333333333333,-0.0856473685923
0.9,0.333333333333,-0.0706199510625
0.925,0.333333333333,-0.0538536359635
0.95,0.333333333333,-0.035761265617
0.975,0.333333333333,-0.0167883342262
0,0.358974358974,0.00306413806179
0.025,0.358974358974,0.0195081293036
0.05,0.358974358974,0.0354717656582
0.075,0.358974358974,0.0505619694182
0.1,0.358974358974,0.0644071696856
0.125,0.358974358974,0.0766664516802
0.15,0.358974358974,0.0870379511931
0.175,0.358974358974,0.0952662874852
0.2,0.358974358974,0.101148851609
0.225,0.358974358974,0.104540795312
0.25,0.358974358974,0.105358597683
0.275,0.358974358974,0.103582121715
0.3,0.358974358974,0.0992551101403
0.325,0.358974358974,0.0924841083453
0.35,0.358974358974,0.0834358408657
0.375,0.358974358974,0.0723331060762
0.4,0.358974358974,0.0594492901554
0.425,0.358974358974,0.0451016354101
0.45,0.358974358974,0.0296434287172
0.475,0.358974358974,0.0134553024284
0.5,0.358974358974,-0.00306413806179
0.525,0.358974358974,-0.0195081293036
0.55,0.358974358974,-0.0354717656582
