x,t,f
15.625,0.2,0.125974982977
17.1875,0.2,0.116129130125
18.75,0.2,0.105313651264
20.3125,0.2,0.0935076251626
21.875,0.2,0.0807046964765
23.4375,0.2,0.0669179037213
25,0.2,0.05218295753
26.5625,0.2,0.0365582220256
28.125,0.2,0.020126665011
29.6875,0.2,0.0029930237215
31.25,0.2,-0.0147184552625
32.8125,0.2,-0.0328702628613
34.375,0.2,-0.0513162240386
35.9375,0.2,-0.0699092820287
37.5,0.2,-0.0885076597333
39.0625,0.2,-0.106979578733
40.625,0.2,-0.125208944082
42.1875,0.2,-0.143097355962
43.75,0.2,-0.160564765334
45.3125,0.2,-0.177550196648
46.875,0.2,-0.194009840488
48.4375,0.2,-0.209914773703
0,0.21,0.180600851774
1.5625,0.21,0.178032159805
3.125,0.21,0.174929112196
4.6875,0.21,0.171255707741
6.25,0.21,0.166971355677
7.8125,0.21,0.162033602595
9.375,0.21,0.156396299601
10.9375,0.21,0.150010854006
12.5,0.21,0.142827644944
14.0625,0.21,0.13479731977
15.625,0.21,0.125872313976
17.1875,0.21,0.11601152271
18.75,0.21,0.105180434883
20.3125,0.21,0.0933582037687
21.875,0.21,0.080538854003
23.4375,0.21,0.0667357966304
25,0.21,0.0519845895469
26.5625,0.21,0.0363443940878
28.125,0.21,0.0198987443
29.6875,0.21,0.00275228009559
31.25,0.21,-0.0149700967595
32.8125,0.21,-0.0331305116415
34.375,0.21,-0.0515827536583
35.9375,0.21,-0.0701793581247
37.5,0.21,-0.0887782871723
39.0625,0.21,-0.107248045504
40.625,0.21,-0.125472337008
42.1875,0.21,-0.143353044987
43.75,0.21,-0.160810515285
45.3125,0.21,-0.177784010768
46.875,0.21,-0.194229602814
48.4375,0.21,-0.210118934512
0,0.22,0.180613711476
1.5625,0.22,0.178035512567
3.125,0.22,0.174923270941
4.6875,0.22,0.17123940587
6.25,0.22,0.166945084929
7.8125,0.22,0.161996275187
9.375,0.22,0.156347379088
10.9375,0.22,0.149949461222
12.5,0.22,0.142753466964
14.0625,0.22,0.134709224105
15.625,0.22,0.125769928098
17.1875,0.22,0.115893796086
18.75,0.22,0.105047255754
20.3125,0.22,0.093208745122
21.875,0.22,0.0803731679916
23.4375,0.22,0.0665535777807
25,0.22,0.0517864376307
26.5625,0.22,0.0361309833825
28.125,0.22,0.0196709204465
29.6875,0.22,0.00251171644777
31.25,0.22,-0.0152216404676
32.8125,0.22,-0.0333906598389
34.375,0.22,-0.0518490411341
35.9375,0.22,-0.0704489126801
37.5,0.22,-0.0890482440591
39.0625,0.22,-0.107515931129
40.625,0.22,-0.125735327601
42.1875,0.22,-0.14360833168
43.75,0.22,-0.16105568409
45.3125,0.22,-0.178016841412
46.875,0.22,-0.194448560476
48.4375,0.22,-0.210322111845
0,0.23,0.180626392365
1.5625,0.23,0.17803928256
3.125,0.23,0.174917638302
4.6875,0.23,0.171223938465
6.25,0.23,0.166918858886
7.8125,0.23,0.161959096789
9.375,0.23,0.156298220158
10.9375,0.23,0.149888157845
12.5,0.23,0.142678886652
14.0625,0.23,0.134621053934
15.625,0.23,0.125667482615
17.1875,0.23,0.11577630043
18.75,0.23,0.104913979769
20.3125,0.23,0.093059502542
21.875,0.23,0.0802072808146
23.4375,0.23,0.0663716569543
25,0.23,0.0515883937478
26.5625,0.23,0.0359175875783
28.125,0.23,0.0194432977587
29.6875,0.23,0.00227144546807
31.25,0.23,-0.0154728628695
